transaction_id,date,time,customer_name,customer_type,cut_type,chickens_count,live_weight_kg,carcass_weight_kg,weight_loss_kg,yield_ratio,price_per_kg,cogs_rp,revenue_rp,gross_profit_rp,payment_method,payment_status
TRX-20260809-1477,2026-08-09,07:17,Warung Padang Roda Jaya,Langganan,Potong 8,29,63.38,47.09,16.29,0.743,36500,1394360,1718785,324425,Tempo_7H,Belum Lunas
TRX-20260809-1478,2026-08-09,03:41,Ayam Geprek Sambal Bawang,Langganan,Campur,8,14.46,10.92,3.54,0.755,35000,318120,382200,64080,Tunai,Lunas
TRX-20260809-1479,2026-08-09,07:50,Bakso Solo Mas Mul,Langganan,Fillet Dada,18,35.05,26.15,8.9,0.746,48000,771099,1255200,484101,Tempo_7H,Lunas
TRX-20260809-1480,2026-08-09,07:54,Eceran Umum,Umum,Potong 8,2,3.44,2.6,0.84,0.755,36500,75680,94900,19220,Tunai,Lunas
TRX-20260809-1481,2026-08-09,06:45,Warung Padang Roda Jaya,Langganan,Fillet Dada,10,22.35,16.4,5.95,0.734,48000,491700,787199,295499,Tempo_7H,Belum Lunas
TRX-20260809-1482,2026-08-09,05:56,Eceran Umum,Umum,Potong 8,1,2.03,1.54,0.49,0.759,36500,44659,56210,11551,Tunai,Lunas
TRX-20260809-1483,2026-08-09,06:36,Bakso Solo Mas Mul,Langganan,Karkas Utuh,17,33.05,24.72,8.33,0.748,35000,727099,865200,138101,Tempo_7H,Lunas
TRX-20260809-1484,2026-08-09,05:21,Bakso Solo Mas Mul,Langganan,Potong 8,17,34.82,25.45,9.37,0.731,36500,766040,928925,162885,Tempo_7H,Belum Lunas
TRX-20260809-1485,2026-08-09,05:39,Bakso Solo Mas Mul,Langganan,Potong 8,26,58.97,42.05,16.92,0.713,36500,1297340,1534825,237485,Tempo_7H,Belum Lunas
TRX-20260809-1486,2026-08-09,07:47,Ayam Geprek Sambal Bawang,Langganan,Potong 4,33,62.71,47.66,15.05,0.76,35000,1379620,1668099,288479,Tunai,Belum Lunas
TRX-20260809-1487,2026-08-09,07:12,Bakso Solo Mas Mul,Langganan,Potong 12,13,24.83,18.7,6.13,0.753,36500,546260,682550,136290,Tempo_7H,Belum Lunas
TRX-20260809-1488,2026-08-09,05:11,Eceran Umum,Umum,Potong 8,1,1.87,1.42,0.45,0.758,36500,41140,51830,10690,Tunai,Lunas
TRX-20260809-1489,2026-08-09,06:19,Ayam Geprek Sambal Bawang,Langganan,Potong 4,27,60.86,43.51,17.35,0.715,35000,1338920,1522850,183930,Tunai,Belum Lunas
TRX-20260809-1490,2026-08-09,09:21,Warung Padang Roda Jaya,Langganan,Campur,32,58.07,42.51,15.56,0.732,35000,1277540,1487850,210310,Tempo_7H,Belum Lunas
TRX-20260809-1491,2026-08-09,06:56,Ayam Geprek Sambal Bawang,Langganan,Potong 8,7,14.63,10.86,3.77,0.742,36500,321860,396390,74530,Tunai,Belum Lunas
TRX-20260809-1492,2026-08-09,04:32,Bakso Solo Mas Mul,Langganan,Karkas Utuh,22,39.63,28.73,10.9,0.725,35000,871860,1005550,133690,Tempo_7H,Lunas
TRX-20260809-1493,2026-08-09,06:38,Warung Padang Roda Jaya,Langganan,Fillet Dada,18,40.85,29.13,11.72,0.713,48000,898700,1398240,499540,Tempo_7H,Lunas
TRX-20260809-1494,2026-08-09,04:14,Katering Berkah Ibu,Langganan,Potong 8,8,15.48,11.39,4.09,0.736,36500,340560,415735,75175,Tempo_14H,Belum Lunas
TRX-20260809-1495,2026-08-09,06:46,Warung Padang Roda Jaya,Langganan,Potong 4,14,26.36,19.16,7.2,0.727,35000,579920,670600,90680,Tempo_7H,Belum Lunas
TRX-20260809-1496,2026-08-09,06:51,Bakso Solo Mas Mul,Langganan,Campur,22,45.88,33.68,12.2,0.734,35000,1009360,1178800,169440,Tempo_7H,Belum Lunas
TRX-20260809-1497,2026-08-09,05:44,Warung Padang Roda Jaya,Langganan,Potong 8,6,13.05,9.36,3.69,0.717,36500,287100,341640,54540,Tempo_7H,Lunas
TRX-20260809-1498,2026-08-09,09:38,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,11,20.82,15.28,5.54,0.734,48000,458040,733440,275400,Tempo_7H,Belum Lunas
TRX-20260809-1499,2026-08-09,06:03,Warung Nasi Sunda Ibu Imas,Langganan,Potong 8,11,21.52,16.25,5.27,0.755,36500,473440,593125,119685,Tempo_7H,Belum Lunas
TRX-20260809-1500,2026-08-09,04:45,Depot Mie Pangsit 88,Langganan,Potong 12,18,33.12,24.48,8.64,0.739,36500,728640,893520,164880,Tempo_3H,Belum Lunas
TRX-20260809-1501,2026-08-09,08:16,Warung Padang Roda Jaya,Langganan,Fillet Dada,28,60.31,44.15,16.16,0.732,48000,1326820,2119200,792380,Tempo_7H,Belum Lunas
TRX-20260809-1502,2026-08-09,06:49,Katering Berkah Ibu,Langganan,Karkas Utuh,18,39.16,29.64,9.52,0.757,35000,861519,1037400,175881,Tempo_14H,Belum Lunas
TRX-20260810-1503,2026-08-10,07:47,Katering Berkah Ibu,Langganan,Fillet Dada,26,56.28,42.55,13.73,0.756,48000,1238160,2042399,804239,Tempo_14H,Belum Lunas
TRX-20260810-1504,2026-08-10,03:53,Warung Padang Roda Jaya,Langganan,Potong 8,25,46.26,33.45,12.81,0.723,36500,1017720,1220925,203205,Tempo_7H,Lunas
TRX-20260810-1505,2026-08-10,08:07,Eceran Umum,Umum,Karkas Utuh,1,1.78,1.35,0.43,0.756,35000,39160,47250,8090,Tunai,Lunas
TRX-20260810-1506,2026-08-10,06:21,Ayam Geprek Sambal Bawang,Langganan,Potong 4,33,75.65,57.04,18.61,0.754,35000,1664300,1996400,332100,Tunai,Belum Lunas
TRX-20260810-1507,2026-08-10,04:42,Katering Berkah Ibu,Langganan,Potong 4,24,49.95,35.71,14.24,0.715,35000,1098900,1249850,150950,Tempo_14H,Belum Lunas
TRX-20260810-1508,2026-08-10,04:25,Eceran Umum,Umum,Potong 12,1,2.01,1.45,0.56,0.722,36500,44219,52925,8706,Tunai,Lunas
TRX-20260810-1509,2026-08-10,07:03,Eceran Umum,Umum,Fillet Dada,1,1.93,1.46,0.47,0.755,48000,42460,70080,27620,Tunai,Lunas
TRX-20260810-1510,2026-08-10,05:33,Eceran Umum,Umum,Potong 4,2,4.18,3.08,1.1,0.736,35000,91960,107800,15840,Tunai,Lunas
TRX-20260810-1511,2026-08-10,04:59,Eceran Umum,Umum,Karkas Utuh,2,3.63,2.6,1.03,0.717,35000,79860,91000,11140,Tunai,Lunas
TRX-20260810-1512,2026-08-10,06:12,Katering Berkah Ibu,Langganan,Potong 12,7,15.73,11.91,3.82,0.757,36500,346060,434715,88655,Tempo_14H,Belum Lunas
TRX-20260810-1513,2026-08-10,04:21,Katering Berkah Ibu,Langganan,Karkas Utuh,11,20.91,15.31,5.6,0.732,35000,460020,535850,75830,Tempo_14H,Lunas
TRX-20260810-1514,2026-08-10,05:24,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,28,57.36,40.84,16.52,0.712,35000,1261920,1429400,167480,Tempo_7H,Belum Lunas
TRX-20260810-1515,2026-08-10,05:50,Bakso Solo Mas Mul,Langganan,Karkas Utuh,20,38.21,27.43,10.78,0.718,35000,840620,960050,119430,Tempo_7H,Belum Lunas
TRX-20260810-1516,2026-08-10,07:32,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,21,40.98,29.63,11.35,0.723,36500,901559,1081495,179936,Tempo_3H,Belum Lunas
TRX-20260810-1517,2026-08-10,05:22,Depot Mie Pangsit 88,Langganan,Potong 4,26,53.07,38.58,14.49,0.727,35000,1167540,1350300,182760,Tempo_3H,Belum Lunas
TRX-20260810-1518,2026-08-10,06:45,Katering Berkah Ibu,Langganan,Potong 4,23,44.68,31.77,12.91,0.711,35000,982960,1111950,128990,Tempo_14H,Belum Lunas
TRX-20260810-1519,2026-08-10,06:05,Eceran Umum,Umum,Campur,1,2.08,1.48,0.6,0.711,35000,45760,51800,6040,Tunai,Lunas
TRX-20260810-1520,2026-08-10,08:55,Eceran Umum,Umum,Karkas Utuh,1,2.11,1.55,0.56,0.735,35000,46420,54250,7830,Tunai,Lunas
TRX-20260810-1521,2026-08-10,06:27,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,22,42.16,31.24,10.92,0.741,36500,927519,1140260,212741,Tempo_3H,Belum Lunas
TRX-20260810-1522,2026-08-10,03:29,Eceran Umum,Umum,Fillet Dada,2,3.97,2.93,1.04,0.738,48000,87340,140640,53300,Tunai,Lunas
TRX-20260811-1523,2026-08-11,08:12,Ayam Geprek Sambal Bawang,Langganan,Potong 12,18,40.45,30.5,9.95,0.754,36500,889900,1113250,223350,Tunai,Belum Lunas
TRX-20260811-1524,2026-08-11,05:38,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,10,20.47,15.02,5.45,0.734,35000,450340,525700,75360,Tempo_3H,Belum Lunas
TRX-20260811-1525,2026-08-11,04:34,Eceran Umum,Umum,Campur,1,1.93,1.45,0.48,0.751,35000,42460,50750,8290,Tunai,Lunas
TRX-20260811-1526,2026-08-11,05:21,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Campur,21,42.19,30.67,11.52,0.727,35000,928180,1073450,145270,Tempo_3H,Belum Lunas
TRX-20260811-1527,2026-08-11,05:50,Warung Padang Roda Jaya,Langganan,Potong 4,17,32.66,23.48,9.18,0.719,35000,718519,821800,103281,Tempo_7H,Lunas
TRX-20260811-1528,2026-08-11,05:39,Bakso Solo Mas Mul,Langganan,Potong 8,6,12.84,9.42,3.42,0.734,36500,282480,343830,61350,Tempo_7H,Belum Lunas
TRX-20260811-1529,2026-08-11,06:03,Eceran Umum,Umum,Karkas Utuh,1,2.14,1.54,0.6,0.719,35000,47080,53900,6820,Tunai,Lunas
TRX-20260811-1530,2026-08-11,06:47,Eceran Umum,Umum,Potong 8,2,4.29,3.09,1.2,0.721,36500,94380,112785,18405,Tunai,Lunas
TRX-20260811-1531,2026-08-11,06:20,Ayam Geprek Sambal Bawang,Langganan,Potong 12,27,51.76,38.1,13.66,0.736,36500,1138720,1390650,251930,Tunai,Lunas
TRX-20260811-1532,2026-08-11,04:04,Eceran Umum,Umum,Campur,2,4.19,3.01,1.18,0.718,35000,92180,105349,13169,Tunai,Lunas
TRX-20260811-1533,2026-08-11,06:22,Eceran Umum,Umum,Fillet Dada,1,1.76,1.3,0.46,0.739,48000,38720,62400,23680,Tunai,Lunas
TRX-20260811-1534,2026-08-11,07:37,Ayam Geprek Sambal Bawang,Langganan,Potong 8,24,49.7,35.54,14.16,0.715,36500,1093400,1297210,203810,Tunai,Belum Lunas
TRX-20260811-1535,2026-08-11,09:44,Bakso Solo Mas Mul,Langganan,Fillet Dada,25,51.82,38.61,13.21,0.745,48000,1140040,1853280,713240,Tempo_7H,Belum Lunas
TRX-20260811-1536,2026-08-11,04:51,Eceran Umum,Umum,Potong 8,2,4.26,3.13,1.13,0.734,36500,93720,114245,20525,Tunai,Lunas
TRX-20260811-1537,2026-08-11,05:18,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,28,62.04,44.92,17.12,0.724,35000,1364880,1572200,207320,Tempo_3H,Belum Lunas
TRX-20260811-1538,2026-08-11,05:35,Eceran Umum,Umum,Potong 12,1,2.18,1.57,0.61,0.718,36500,47960,57305,9345,Tunai,Lunas
TRX-20260811-1539,2026-08-11,10:01,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,5,11.32,8.49,2.83,0.75,36500,249040,309885,60845,Tempo_3H,Belum Lunas
TRX-20260811-1540,2026-08-11,04:29,Katering Berkah Ibu,Langganan,Potong 8,15,28.6,20.71,7.89,0.724,36500,629200,755915,126715,Tempo_14H,Belum Lunas
TRX-20260811-1541,2026-08-11,06:10,Warung Padang Roda Jaya,Langganan,Fillet Dada,7,15.94,12.05,3.89,0.756,48000,350680,578400,227720,Tempo_7H,Lunas
TRX-20260811-1542,2026-08-11,07:26,Eceran Umum,Umum,Potong 8,1,2.06,1.51,0.55,0.735,36500,45320,55115,9795,Tunai,Lunas
TRX-20260812-1543,2026-08-12,06:53,Eceran Umum,Umum,Potong 8,2,4.4,3.23,1.17,0.733,36500,96800,117895,21095,Tunai,Lunas
TRX-20260812-1544,2026-08-12,06:32,Bakso Solo Mas Mul,Langganan,Karkas Utuh,9,16.94,12.84,4.1,0.758,35000,372680,449400,76720,Tempo_7H,Belum Lunas
TRX-20260812-1545,2026-08-12,06:10,Eceran Umum,Umum,Potong 4,2,3.75,2.82,0.93,0.751,35000,82500,98700,16200,Tunai,Lunas
TRX-20260812-1546,2026-08-12,05:27,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,11,23.86,17.89,5.97,0.75,35000,524920,626150,101230,Tempo_3H,Belum Lunas
TRX-20260812-1547,2026-08-12,03:13,Eceran Umum,Umum,Karkas Utuh,1,1.82,1.37,0.45,0.755,35000,40040,47950,7910,Tunai,Lunas
TRX-20260812-1548,2026-08-12,10:08,Eceran Umum,Umum,Campur,2,3.45,2.57,0.88,0.745,35000,75900,89950,14050,Tunai,Lunas
TRX-20260812-1549,2026-08-12,05:43,Warung Padang Roda Jaya,Langganan,Karkas Utuh,5,9.48,7.0,2.48,0.738,35000,208560,245000,36440,Tempo_7H,Belum Lunas
TRX-20260812-1550,2026-08-12,03:57,Warung Nasi Sunda Ibu Imas,Langganan,Campur,30,60.21,43.47,16.74,0.722,35000,1324620,1521450,196830,Tempo_7H,Belum Lunas
TRX-20260812-1551,2026-08-12,06:57,Ayam Geprek Sambal Bawang,Langganan,Potong 4,34,73.0,52.41,20.59,0.718,35000,1606000,1834349,228349,Tunai,Belum Lunas
TRX-20260812-1552,2026-08-12,05:19,Eceran Umum,Umum,Potong 4,2,3.53,2.61,0.92,0.738,35000,77660,91350,13690,Tunai,Lunas
TRX-20260812-1553,2026-08-12,06:48,Eceran Umum,Umum,Potong 8,2,3.63,2.58,1.05,0.71,36500,79860,94170,14310,Tunai,Lunas
TRX-20260812-1554,2026-08-12,05:00,Warung Padang Roda Jaya,Langganan,Potong 12,31,67.66,49.66,18.0,0.734,36500,1488520,1812589,324069,Tempo_7H,Belum Lunas
TRX-20260812-1555,2026-08-12,06:39,Depot Mie Pangsit 88,Langganan,Karkas Utuh,8,17.37,12.85,4.52,0.74,35000,382140,449750,67610,Tempo_3H,Lunas
TRX-20260812-1556,2026-08-12,04:13,Bakso Solo Mas Mul,Langganan,Potong 8,29,57.22,41.6,15.62,0.727,36500,1258840,1518400,259560,Tempo_7H,Belum Lunas
TRX-20260812-1557,2026-08-12,10:05,Eceran Umum,Umum,Potong 8,1,1.77,1.31,0.46,0.74,36500,38940,47815,8875,Tunai,Lunas
TRX-20260812-1558,2026-08-12,03:03,Katering Berkah Ibu,Langganan,Fillet Dada,16,29.2,21.99,7.21,0.753,48000,642400,1055520,413120,Tempo_14H,Belum Lunas
TRX-20260812-1559,2026-08-12,04:14,Eceran Umum,Umum,Karkas Utuh,2,3.54,2.57,0.97,0.725,35000,77880,89950,12070,Tunai,Lunas
TRX-20260812-1560,2026-08-12,04:38,Depot Mie Pangsit 88,Langganan,Potong 8,22,44.78,33.9,10.88,0.757,36500,985160,1237350,252190,Tempo_3H,Belum Lunas
TRX-20260813-1561,2026-08-13,06:23,Warung Padang Roda Jaya,Langganan,Potong 12,28,52.81,38.23,14.58,0.724,36500,1161820,1395395,233575,Tempo_7H,Lunas
TRX-20260813-1562,2026-08-13,10:30,Eceran Umum,Umum,Fillet Dada,2,3.99,2.96,1.03,0.741,48000,87780,142080,54300,Tunai,Lunas
TRX-20260813-1563,2026-08-13,07:19,Eceran Umum,Umum,Campur,1,1.84,1.39,0.45,0.757,35000,40480,48650,8170,Tunai,Lunas
TRX-20260813-1564,2026-08-13,06:25,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,8,16.64,11.96,4.68,0.719,35000,366080,418600,52520,Tempo_3H,Belum Lunas
TRX-20260813-1565,2026-08-13,04:40,Depot Mie Pangsit 88,Langganan,Potong 4,33,64.74,48.68,16.06,0.752,35000,1424280,1703800,279520,Tempo_3H,Lunas
TRX-20260813-1566,2026-08-13,03:44,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Campur,18,36.65,27.67,8.98,0.755,35000,806300,968450,162150,Tempo_3H,Belum Lunas
TRX-20260813-1567,2026-08-13,05:42,Eceran Umum,Umum,Karkas Utuh,1,2.05,1.53,0.52,0.748,35000,45099,53550,8451,Tunai,Lunas
TRX-20260813-1568,2026-08-13,10:07,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,11,21.97,16.35,5.62,0.744,35000,483340,572250,88910,Tempo_3H,Belum Lunas
TRX-20260813-1569,2026-08-13,06:22,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,11,24.77,18.6,6.17,0.751,35000,544940,651000,106060,Tempo_7H,Belum Lunas
TRX-20260813-1570,2026-08-13,04:40,Eceran Umum,Umum,Karkas Utuh,1,1.95,1.44,0.51,0.736,35000,42900,50400,7500,Tunai,Lunas
TRX-20260813-1571,2026-08-13,08:53,Warung Nasi Sunda Ibu Imas,Langganan,Potong 12,28,56.34,41.02,15.32,0.728,36500,1239480,1497230,257750,Tempo_7H,Belum Lunas
TRX-20260813-1572,2026-08-13,05:46,Warung Padang Roda Jaya,Langganan,Fillet Dada,29,54.12,40.37,13.75,0.746,48000,1190640,1937759,747119,Tempo_7H,Belum Lunas
TRX-20260813-1573,2026-08-13,03:26,Eceran Umum,Umum,Campur,1,1.83,1.36,0.47,0.745,35000,40260,47600,7340,Tunai,Lunas
TRX-20260813-1574,2026-08-13,04:29,Bakso Solo Mas Mul,Langganan,Potong 12,28,50.54,38.26,12.28,0.757,36500,1111880,1396490,284610,Tempo_7H,Belum Lunas
TRX-20260813-1575,2026-08-13,04:51,Eceran Umum,Umum,Fillet Dada,2,3.54,2.62,0.92,0.741,48000,77880,125760,47880,Tunai,Lunas
TRX-20260813-1576,2026-08-13,05:44,Eceran Umum,Umum,Potong 8,1,1.72,1.22,0.5,0.712,36500,37840,44530,6690,Tunai,Lunas
TRX-20260813-1577,2026-08-13,06:22,Eceran Umum,Umum,Karkas Utuh,1,1.92,1.41,0.51,0.733,35000,42240,49350,7110,Tunai,Lunas
TRX-20260814-1578,2026-08-14,03:54,Katering Berkah Ibu,Langganan,Fillet Dada,21,41.23,30.18,11.05,0.732,48000,907059,1448640,541581,Tempo_14H,Belum Lunas
TRX-20260814-1579,2026-08-14,06:43,Warung Padang Roda Jaya,Langganan,Fillet Dada,17,36.6,26.97,9.63,0.737,48000,805200,1294560,489360,Tempo_7H,Belum Lunas
TRX-20260814-1580,2026-08-14,05:29,Ayam Geprek Sambal Bawang,Langganan,Fillet Dada,7,14.16,10.56,3.6,0.746,48000,311520,506880,195360,Tunai,Belum Lunas
TRX-20260814-1581,2026-08-14,05:39,Eceran Umum,Umum,Campur,2,3.7,2.78,0.92,0.75,35000,81400,97300,15900,Tunai,Lunas
TRX-20260814-1582,2026-08-14,03:17,Eceran Umum,Umum,Potong 8,1,2.11,1.58,0.53,0.751,36500,46420,57670,11250,Tunai,Lunas
TRX-20260814-1583,2026-08-14,03:08,Eceran Umum,Umum,Campur,1,2.03,1.5,0.53,0.741,35000,44659,52500,7841,Tunai,Lunas
TRX-20260814-1584,2026-08-14,04:54,Warung Padang Roda Jaya,Langganan,Potong 8,24,48.82,34.96,13.86,0.716,36500,1074040,1276040,202000,Tempo_7H,Belum Lunas
TRX-20260814-1585,2026-08-14,04:45,Eceran Umum,Umum,Fillet Dada,2,3.97,2.89,1.08,0.727,48000,87340,138720,51380,Tunai,Lunas
TRX-20260814-1586,2026-08-14,04:30,Eceran Umum,Umum,Potong 4,1,2.2,1.62,0.58,0.736,35000,48400,56700,8300,Tunai,Lunas
TRX-20260814-1587,2026-08-14,04:21,Warung Padang Roda Jaya,Langganan,Potong 8,6,11.83,8.67,3.16,0.733,36500,260260,316455,56195,Tempo_7H,Lunas
TRX-20260814-1588,2026-08-14,04:42,Eceran Umum,Umum,Campur,2,4.26,3.08,1.18,0.724,35000,93720,107800,14080,Tunai,Lunas
TRX-20260814-1589,2026-08-14,04:07,Eceran Umum,Umum,Potong 8,1,2.04,1.5,0.54,0.734,36500,44880,54750,9870,Tunai,Lunas
TRX-20260814-1590,2026-08-14,04:34,Eceran Umum,Umum,Fillet Dada,1,1.94,1.43,0.51,0.738,48000,42680,68640,25960,Tunai,Lunas
TRX-20260814-1591,2026-08-14,06:08,Depot Mie Pangsit 88,Langganan,Fillet Dada,31,60.99,43.85,17.14,0.719,48000,1341780,2104800,763020,Tempo_3H,Belum Lunas
TRX-20260814-1592,2026-08-14,05:41,Eceran Umum,Umum,Potong 4,2,3.74,2.72,1.02,0.726,35000,82280,95200,12920,Tunai,Lunas
TRX-20260814-1593,2026-08-14,05:30,Ayam Geprek Sambal Bawang,Langganan,Fillet Dada,19,37.11,27.57,9.54,0.743,48000,816420,1323360,506940,Tunai,Belum Lunas
TRX-20260814-1594,2026-08-14,09:36,Eceran Umum,Umum,Potong 8,2,3.8,2.74,1.06,0.721,36500,83600,100010,16410,Tunai,Lunas
TRX-20260814-1595,2026-08-14,09:34,Ayam Geprek Sambal Bawang,Langganan,Potong 4,11,20.4,15.08,5.32,0.739,35000,448799,527800,79001,Tunai,Lunas
TRX-20260814-1596,2026-08-14,04:21,Eceran Umum,Umum,Potong 8,2,3.89,2.87,1.02,0.739,36500,85580,104755,19175,Tunai,Lunas
TRX-20260814-1597,2026-08-14,05:15,Depot Mie Pangsit 88,Langganan,Potong 4,24,54.71,40.05,14.66,0.732,35000,1203620,1401750,198130,Tempo_3H,Belum Lunas
TRX-20260814-1598,2026-08-14,04:00,Bakso Solo Mas Mul,Langganan,Potong 8,5,10.19,7.71,2.48,0.757,36500,224180,281415,57235,Tempo_7H,Lunas
TRX-20260815-1599,2026-08-15,05:24,Katering Berkah Ibu,Langganan,Campur,9,17.97,13.08,4.89,0.728,35000,395340,457800,62460,Tempo_14H,Belum Lunas
TRX-20260815-1600,2026-08-15,05:46,Ayam Geprek Sambal Bawang,Langganan,Campur,24,49.69,35.98,13.71,0.724,35000,1093180,1259300,166120,Tunai,Belum Lunas
TRX-20260815-1601,2026-08-15,06:16,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,6,12.94,9.46,3.48,0.731,48000,284680,454080,169400,Tempo_3H,Belum Lunas
TRX-20260815-1602,2026-08-15,03:21,Eceran Umum,Umum,Karkas Utuh,2,3.66,2.73,0.93,0.746,35000,80520,95550,15030,Tunai,Lunas
TRX-20260815-1603,2026-08-15,04:39,Eceran Umum,Umum,Fillet Dada,1,2.05,1.51,0.54,0.738,48000,45099,72480,27381,Tunai,Lunas
TRX-20260815-1604,2026-08-15,05:40,Warung Nasi Sunda Ibu Imas,Langganan,Campur,11,20.59,15.57,5.02,0.756,35000,452980,544950,91970,Tempo_7H,Lunas
TRX-20260815-1605,2026-08-15,04:44,Eceran Umum,Umum,Fillet Dada,2,4.39,3.13,1.26,0.712,48000,96580,150240,53660,Tunai,Lunas
TRX-20260815-1606,2026-08-15,04:47,Eceran Umum,Umum,Fillet Dada,1,1.74,1.24,0.5,0.712,48000,38280,59520,21240,Tunai,Lunas
TRX-20260815-1607,2026-08-15,03:03,Bakso Solo Mas Mul,Langganan,Karkas Utuh,22,40.15,29.03,11.12,0.723,35000,883300,1016050,132750,Tempo_7H,Lunas
TRX-20260815-1608,2026-08-15,07:45,Eceran Umum,Umum,Potong 8,1,1.75,1.3,0.45,0.743,36500,38500,47450,8950,Tunai,Lunas
TRX-20260815-1609,2026-08-15,06:49,Eceran Umum,Umum,Fillet Dada,2,3.64,2.65,0.99,0.728,48000,80080,127200,47120,Tunai,Lunas
TRX-20260815-1610,2026-08-15,05:14,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,18,35.36,25.28,10.08,0.715,35000,777920,884800,106880,Tempo_7H,Belum Lunas
TRX-20260815-1611,2026-08-15,08:27,Eceran Umum,Umum,Potong 12,1,1.79,1.33,0.46,0.742,36500,39380,48545,9165,Tunai,Lunas
TRX-20260815-1612,2026-08-15,08:59,Eceran Umum,Umum,Karkas Utuh,2,3.76,2.71,1.05,0.72,35000,82720,94850,12130,Tunai,Lunas
TRX-20260815-1613,2026-08-15,05:50,Bakso Solo Mas Mul,Langganan,Potong 8,17,32.01,23.98,8.03,0.749,36500,704220,875270,171050,Tempo_7H,Lunas
TRX-20260815-1614,2026-08-15,05:18,Warung Padang Roda Jaya,Langganan,Karkas Utuh,32,71.48,52.39,19.09,0.733,35000,1572560,1833650,261090,Tempo_7H,Lunas
TRX-20260815-1615,2026-08-15,06:09,Eceran Umum,Umum,Potong 12,2,3.55,2.63,0.92,0.742,36500,78100,95995,17895,Tunai,Lunas
TRX-20260815-1616,2026-08-15,07:52,Eceran Umum,Umum,Karkas Utuh,2,3.45,2.52,0.93,0.73,35000,75900,88200,12300,Tunai,Lunas
TRX-20260815-1617,2026-08-15,04:18,Bakso Solo Mas Mul,Langganan,Potong 4,21,43.97,32.01,11.96,0.728,35000,967340,1120350,153010,Tempo_7H,Belum Lunas
TRX-20260815-1618,2026-08-15,05:53,Depot Mie Pangsit 88,Langganan,Fillet Dada,16,35.91,26.0,9.91,0.724,48000,790019,1248000,457981,Tempo_3H,Belum Lunas
TRX-20260815-1619,2026-08-15,03:43,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,6,12.31,9.31,3.0,0.756,35000,270820,325850,55030,Tempo_3H,Belum Lunas
TRX-20260815-1620,2026-08-15,03:45,Bakso Solo Mas Mul,Langganan,Potong 4,31,66.9,48.64,18.26,0.727,35000,1471800,1702400,230600,Tempo_7H,Belum Lunas
TRX-20260815-1621,2026-08-15,07:10,Eceran Umum,Umum,Potong 12,2,3.74,2.73,1.01,0.73,36500,82280,99645,17365,Tunai,Lunas
TRX-20260816-1622,2026-08-16,06:21,Eceran Umum,Umum,Potong 4,2,3.93,2.98,0.95,0.757,35000,86460,104300,17840,Tunai,Lunas
TRX-20260816-1623,2026-08-16,06:30,Depot Mie Pangsit 88,Langganan,Potong 4,16,31.21,23.0,8.21,0.737,35000,686620,805000,118380,Tempo_3H,Belum Lunas
TRX-20260816-1624,2026-08-16,04:34,Eceran Umum,Umum,Fillet Dada,2,4.35,3.23,1.12,0.742,48000,95699,155040,59341,Tunai,Lunas
TRX-20260816-1625,2026-08-16,06:19,Eceran Umum,Umum,Potong 12,2,3.46,2.62,0.84,0.758,36500,76120,95630,19510,Tunai,Lunas
TRX-20260816-1626,2026-08-16,06:37,Eceran Umum,Umum,Potong 8,1,2.16,1.63,0.53,0.753,36500,47520,59494,11974,Tunai,Lunas
TRX-20260816-1627,2026-08-16,04:20,Warung Padang Roda Jaya,Langganan,Karkas Utuh,9,17.35,12.75,4.6,0.735,35000,381700,446250,64550,Tempo_7H,Belum Lunas
TRX-20260816-1628,2026-08-16,08:20,Depot Mie Pangsit 88,Langganan,Fillet Dada,12,26.73,19.62,7.11,0.734,48000,588060,941760,353700,Tempo_3H,Belum Lunas
TRX-20260816-1629,2026-08-16,03:19,Eceran Umum,Umum,Karkas Utuh,1,2.14,1.62,0.52,0.757,35000,47080,56700,9620,Tunai,Lunas
TRX-20260816-1630,2026-08-16,05:40,Eceran Umum,Umum,Fillet Dada,1,2.1,1.52,0.58,0.724,48000,46200,72960,26760,Tunai,Lunas
TRX-20260816-1631,2026-08-16,06:31,Depot Mie Pangsit 88,Langganan,Potong 8,23,48.37,36.62,11.75,0.757,36500,1064140,1336630,272490,Tempo_3H,Belum Lunas
